83,-369,-806,1560974802703,1301
83,-369,-806,1560974802710,1301
88,-377,-793,1560974802729,1302
88,-377,-793,1560974802729,1302
76,-369,-813,1560974802735,1303
76,-369,-813,1560974802736,1303
80,-370,-808,1560974802737,1304
80,-370,-808,1560974802737,1304
80,-372,-804,1560974802738,1305
80,-372,-804,1560974802739,1305
81,-375,-805,1560974802740,1306
81,-375,-805,1560974802741,1306
81,-370,-800,1560974802741,1307
81,-370,-800,1560974802741,1307
79,-370,-793,1560974802742,1308
79,-370,-793,1560974802742,1308
86,-373,-797,1560974802753,1309
86,-373,-797,1560974802753,1309
83,-372,-791,1560974802754,1310
83,-372,-791,1560974802754,1310
83,-370,-800,1560974802755,1311
83,-370,-800,1560974802755,1311
80,-377,-801,1560974802755,1312
80,-377,-801,1560974802756,1312
79,-365,-808,1560974802758,1313
79,-365,-808,1560974802761,1313
79,-365,-808,1560974802762,1314
79,-365,-808,1560974802762,1314
86,-369,-804,1560974802765,1315
86,-369,-804,1560974802771,1315
83,-369,-800,1560974802772,1316
83,-369,-800,1560974802773,1316
80,-369,-802,1560974802778,1317
80,-369,-802,1560974802782,1317
79,-360,-808,1560974802789,1318
79,-360,-808,1560974802792,1318
78,-360,-800,1560974802802,1319
78,-360,-800,1560974802805,1319
92,-369,-793,1560974802809,1320
92,-369,-793,1560974802811,1320
75,-372,-793,1560974802819,1321
75,-372,-793,1560974802821,1321
78,-377,-801,1560974802829,1322
78,-377,-801,1560974802832,1322
73,-377,-810,1560974802839,1323
73,-377,-810,1560974802841,1323
79,-377,-808,1560974802849,1324
79,-377,-808,1560974802853,1324
81,-372,-810,1560974802859,1325
81,-372,-810,1560974802862,1325
79,-369,-809,1560974802868,1326
79,-369,-809,1560974802871,1326
81,-373,-807,1560974802878,1327
81,-373,-807,1560974802881,1327
81,-373,-807,1560974802888,1328
81,-373,-807,1560974802894,1328
83,-375,-808,1560974802902,1329
83,-375,-808,1560974802905,1329
79,-369,-804,1560974802911,1330
79,-369,-804,1560974802913,1330
75,-369,-808,1560974802919,1331
75,-369,-808,1560974802925,1331
83,-376,-817,1560974802928,1332
83,-376,-817,1560974802931,1332
79,-377,-800,1560974802938,1333
79,-377,-800,1560974802942,1333
79,-372,-798,1560974802948,1334
79,-372,-798,1560974802951,1334
83,-369,-797,1560974802960,1335
83,-369,-797,1560974802963,1335
88,-375,-797,1560974802969,1336
88,-375,-797,1560974802972,1336
83,-369,-813,1560974802979,1337
83,-369,-813,1560974802981,1337
81,-361,-788,1560974802989,1338
81,-361,-788,1560974802991,1338
79,-370,-804,1560974802998,1339
79,-370,-804,1560974803001,1339
83,-373,-788,1560974803009,1340
83,-373,-788,1560974803011,1340
81,-377,-786,1560974803021,1341
81,-377,-786,1560974803023,1341
81,-377,-786,1560974803038,1342
81,-377,-786,1560974803040,1342
86,-376,-796,1560974803042,1343
86,-376,-796,1560974803043,1343
81,-372,-797,1560974803050,1344
81,-372,-797,1560974803053,1344
81,-377,-799,1560974803058,1345
81,-377,-799,1560974803061,1345
86,-372,-817,1560974803069,1346
86,-372,-817,1560974803072,1346
87,-368,-808,1560974803078,1347
87,-368,-808,1560974803085,1347
80,-381,-802,1560974803088,1348
80,-381,-802,1560974803091,1348
74,-376,-791,1560974803098,1349
74,-376,-791,1560974803104,1349
87,-365,-793,1560974803113,1350
87,-365,-793,1560974803121,1350
88,-370,-797,1560974803138,1351
88,-370,-797,1560974803140,1351
79,-370,-793,1560974803141,1352
79,-370,-793,1560974803142,1352
84,-372,-804,1560974803143,1353
84,-372,-804,1560974803144,1353
80,-377,-802,1560974803152,1354
80,-377,-802,1560974803155,1354
83,-377,-794,1560974803159,1355
83,-377,-794,1560974803166,1355
86,-365,-802,1560974803184,1356
86,-365,-802,1560974803186,1356
86,-365,-802,1560974803187,1357
86,-365,-802,1560974803187,1357
81,-376,-797,1560974803191,1358
81,-376,-797,1560974803193,1358
86,-372,-799,1560974803198,1359
86,-372,-799,1560974803201,1359
75,-361,-799,1560974803211,1360
75,-361,-799,1560974803213,1360
71,-372,-792,1560974803218,1361
71,-372,-792,1560974803221,1361
79,-369,-800,1560974803230,1362
79,-369,-800,1560974803233,1362
83,-381,-818,1560974803238,1363
83,-381,-818,1560974803241,1363
71,-381,-804,1560974803249,1364
71,-381,-804,1560974803252,1364
83,-376,-829,1560974803258,1365
83,-376,-829,1560974803261,1365
92,-372,-813,1560974803268,1366
92,-372,-813,1560974803271,1366
84,-377,-797,1560974803295,1367
84,-377,-797,1560974803299,1367
86,-369,-788,1560974803301,1368
86,-369,-788,1560974803305,1368
79,-370,-794,1560974803308,1369
79,-370,-794,1560974803309,1369
79,-373,-800,1560974803313,1370
79,-373,-800,1560974803318,1370
79,-373,-800,1560974803321,1371
79,-373,-800,1560974803326,1371
83,-369,-788,1560974803331,1372
83,-369,-788,1560974803333,1372
