"sep=	"
ShimmerLeft_Timestamp_Unix_CAL	ShimmerLeft_Accel_LN_X_CAL	ShimmerLeft_Accel_LN_Y_CAL	ShimmerLeft_Accel_LN_Z_CAL	ShimmerLeft_Accel_WR_X_CAL	ShimmerLeft_Accel_WR_Y_CAL	ShimmerLeft_Accel_WR_Z_CAL	
ms	m/(s^2)	m/(s^2)	m/(s^2)	m/(s^2)	m/(s^2)	m/(s^2)	
1562082855868.29	-1.73493975903614	-1.57831325301205	9.14457831325301	-0.156958920907419	-1.82464745554874	9.52544451256898	
1562082855878.24	-1.13253012048193	-1.98795180722892	8.42168674698795	-0.323727774371551	-1.76578786020846	9.37829552421827	
1562082855888.21	-1.10843373493976	-1.86746987951807	8.37349397590362	-0.461066830165543	-1.65787860208461	9.27038626609442	
1562082855898.19	-0.903614457831325	-1.71084337349398	8.42168674698795	-0.29429797670141	-1.44206008583691	9.22133660331085	
1562082855908.17	-0.72289156626506	-1.6144578313253	8.45783132530121	-0.10790925812385	-1.35377069282649	9.28019619865113	
1562082855918.15	-0.542168674698795	-1.50602409638554	8.51807228915663	0.0196198651134273	-1.24586143470264	9.34886572654813	
1562082855928.13	0.216867469879518	-1.12048192771084	10.1325301204819	0.618025751072961	-0.941753525444513	10.3690987124464	
1562082855938.11	-0.698795180722892	-0.795180722891566	12.6867469879518	0.412017167381974	-0.470876762722256	12.7921520539546	
1562082855948.09	-1.37349397590361	-1.01204819277108	12.1686746987952	-0.490496627835684	-0.647455548743102	12.7234825260576	
1562082855958.07	-0.831325301204819	-0.734939759036145	12.7590361445783	-0.245248313917842	-0.461066830165543	13.3415082771306	
1562082855968.05	-1.51807228915663	-0.951807228915663	11.2530120481928	-0.676885346413243	-0.539546290619252	12.4193746167995	
1562082855978.03	-4.30120481927711	-0.493975903614458	9.56626506024096	-2.76640098099326	-0.313917841814837	10.8203556100552	
1562082855988.01	-2.48192771084337	-0.409638554216868	8.44578313253012	-2.30533415082771	-0.147148988350705	9.74126302881668	
1562082855997.99	-0.72289156626506	-0.650602409638554	8.39759036144578	-0.77498467198038	-0.264868179031269	9.33905579399142	
1562082856007.97	-0.951807228915663	-0.807228915662651	9.0	-0.353157572041692	-0.421827099938688	9.59411404046597	
1562082856017.94	-1.36144578313253	-0.771084337349398	9.36144578313253	-0.559166155732679	-0.421827099938688	10.0159411404047	
1562082856027.92	-1.49397590361446	-0.843373493975904	9.57831325301205	-0.735744941753525	-0.470876762722256	10.2611894543225	
1562082856037.9	-1.86746987951807	-0.91566265060241	9.57831325301205	-1.05947271612508	-0.510116492949111	10.3004291845494	
1562082856047.88	-1.7710843373494	-0.963855421686747	9.6144578313253	-1.12814224402207	-0.559166155732679	10.3102391171061	
1562082856057.86	-1.27710843373494	-1.08433734939759	9.85542168674699	-0.814224402207235	-0.716125076640098	10.4868179031269	
1562082856067.84	-1.09638554216867	-1.1566265060241	10.2048192771084	-0.539546290619252	-0.794604537093807	10.8105456774985	
1562082856077.82	-1.96385542168675	-1.0	10.0843373493976	-0.696505211526671	-0.716125076640098	10.928264868179	
1562082856087.8	-0.72289156626506	-1.18072289156627	9.89156626506024	-0.245248313917842	-0.814224402207235	10.7811158798283	
1562082856097.78	-2.71084337349398	-0.855421686746988	8.24096385542169	-0.529736358062538	-0.784794604537094	9.66278356836297	
1562082856107.76	-2.98795180722892	-1.42168674698795	8.96385542168675	-1.71673819742489	-0.980993255671367	9.75107296137339	
1562082856117.74	-2.02409638554217	-1.68674698795181	9.24096385542169	-1.45187001839362	-1.15757204169221	9.87860208461067	
1562082856127.72	-1.20481927710843	-1.48192771084337	9.7710843373494	-0.88289393010423	-1.16738197424893	10.3298589822195	
1562082856137.7	-0.0963855421686747	-1.01204819277108	10.0722891566265	-0.0490496627835684	-0.863274064990803	10.7418761496015	
1562082856147.67	0.759036144578313	-0.469879518072289	10.433734939759	0.873083997547517	-0.382587369711833	11.0361741263029	
1562082856157.65	-0.072289156626506	-3.08433734939759	10.7710843373494	1.27529123237278	-1.44206008583691	11.2225628448804	
1562082856167.63	0.506024096385542	-2.24096385542169	10.4939759036145	1.31453096259963	-1.92274678111588	11.3795217657879	
1562082856177.61	0.289156626506024	-1.75903614457831	10.5180722891566	1.16738197424893	-1.6480686695279	11.271612507664	
1562082856187.62	0.289156626506024	-1.66265060240964	10.578313253012	0.980993255671367	-1.41263028816677	11.3991416309013	
1562082856197.57	0.445783132530121	-1.59036144578313	10.6626506024096	1.03985285101165	-1.34396076026977	11.4481912936849	
1562082856207.55	0.734939759036145	-1.59036144578313	10.8433734939759	1.2164316370325	-1.26548129981606	11.6051502145923	
1562082856217.53	0.903614457831325	-1.51807228915663	10.9036144578313	1.40282035561006	-1.22624156958921	11.683629675046	
1562082856227.51	0.927710843373494	-1.2289156626506	10.7831325301205	1.50091968117719	-1.06928264868179	11.6738197424893	
1562082856237.49	0.771084337349398	-0.843373493975904	10.6385542168675	1.38320049049663	-0.706315144083384	11.5953402820356	
1562082856247.47	0.927710843373494	-0.759036144578313	10.4819277108434	1.63825873697118	-0.510116492949111	11.3795217657879	
1562082856257.45	0.650602409638554	-0.783132530120482	10.3132530120482	1.37339055793991	-0.441446965052115	11.2519926425506	
1562082856267.43	0.626506024096386	-0.55421686746988	10.0481927710843	1.30472103004292	-0.362967504598406	10.9871244635193	
1562082856277.4	0.566265060240964	-0.253012048192771	9.7710843373494	1.19681177191907	-0.10790925812385	10.722256284488	
1562082856287.38	0.55421686746988	0.0963855421686747	9.56626506024096	1.19681177191907	0.166768853464132	10.4475781729001	
1562082856297.36	0.734939759036145	0.457831325301205	9.42168674698795	1.26548129981606	0.490496627835684	10.2611894543225	
1562082856307.34	0.879518072289157	0.783132530120482	9.24096385542169	1.44206008583691	0.88289393010423	10.0453709380748	
1562082856317.32	0.771084337349398	1.03614457831325	9.06024096385542	1.44206008583691	1.20662170447578	9.89822194972409	
1562082856327.3	0.759036144578313	1.14457831325301	8.9277108433735	1.4322501532802	1.42244022072348	9.73145309625996	
1562082856337.28	0.626506024096386	1.13253012048193	8.78313253012048	1.35377069282649	1.47148988350705	9.63335377069283	
1562082856347.26	0.530120481927711	1.04819277108434	8.7710843373494	1.27529123237278	1.4322501532802	9.51563458001226	
1562082856357.24	0.481927710843373	1.04819277108434	8.74698795180723	1.20662170447578	1.35377069282649	9.46658491722869	
1562082856367.22	0.493975903614458	1.09638554216867	8.75903614457831	1.19681177191907	1.39301042305334	9.50582464745555	
1562082856377.2	0.493975903614458	1.16867469879518	8.78313253012048	1.16738197424893	1.47148988350705	9.56468424279583	
1562082856387.18	0.542168674698795	1.16867469879518	8.83132530120482	1.16738197424893	1.48129981606376	9.51563458001226	
1562082856397.16	0.578313253012048	1.14457831325301	8.96385542168675	1.20662170447578	1.54015941140405	9.63335377069283	
1562082856407.14	0.63855421686747	0.939759036144578	9.07228915662651	1.25567136725935	1.4322501532802	9.73145309625996	
1562082856417.11	0.506024096385542	0.578313253012048	9.25301204819277	1.2164316370325	1.13795217657879	9.81974248927039	
1562082856427.09	0.457831325301205	-0.253012048192771	9.51807228915663	1.18700183936235	0.77498467198038	9.95708154506438	
1562082856437.07	0.180722891566265	-2.85542168674699	11.2530120481928	1.05947271612508	-1.66768853464132	11.0950337216432	
1562082856447.05	0.469879518072289	-1.13253012048193	10.0843373493976	1.12814224402207	-1.18700183936235	11.2421827099939	
1562082856457.03	0.180722891566265	-2.2289156626506	10.5421686746988	1.03004291845494	-1.38320049049663	11.1637032495402	
1562082856467.01	1.60240963855422	-5.75903614457831	13.1566265060241	0.912323727774372	-2.47210300429185	11.9484978540773	
1562082856476.99	-2.16867469879518	-2.65060240963855	12.421686746988	-0.66707541385653	-3.19803801348866	13.498467198038	
1562082856486.97	-0.337349397590361	-2.50602409638554	10.7831325301205	0.0	-2.75659104843654	12.5959534028204	
1562082856496.95	-0.867469879518072	-2.12048192771084	10.5542168674699	-0.137339055793991	-2.08951563458001	11.8307786633967	
1562082856506.96	-0.108433734939759	-1.50602409638554	9.80722891566265	0.176578786020846	-1.63825873697118	11.2225628448804	
1562082856516.91	0.072289156626506	-1.13253012048193	9.43373493975904	0.568976088289393	-1.12814224402207	10.5260576333538	
1562082856526.89	0.265060240963855	-0.771084337349398	9.33734939759036	0.765174739423666	-0.716125076640098	10.2906192519926	
1562082856536.87	0.819277108433735	0.156626506024096	8.89156626506024	0.941753525444513	-0.323727774371551	10.0846106683017	
1562082856546.84	-0.578313253012048	-0.0481927710843373	8.79518072289157	0.745554874310239	0.274678111587983	9.51563458001226	
1562082856556.82	-0.795180722891566	-0.975903614457831	8.89156626506024	0.215818516247701	-0.0392397302268547	9.64316370324954	
1562082856566.8	-1.34939759036145	-1.39759036144578	8.93975903614458	-0.206008583690987	-0.735744941753525	9.72164316370325	
