-157,-15,-881,1,1562082850867
-141,-8,-862,2,1562082850890
-140,7,-861,3,1562082850893
-127,22,-868,4,1562082850895
-127,16,-880,5,1562082850900
-130,16,-873,6,1562082850909
-135,8,-871,7,1562082850919
-136,-1,-866,8,1562082850932
-136,-1,-866,9,1562082850952
-135,1,-877,10,1562082850956
-136,3,-874,11,1562082850959
-129,19,-881,12,1562082850968
-121,15,-889,13,1562082850978
-133,20,-880,14,1562082850990
-120,25,-888,15,1562082850998
-120,19,-882,16,1562082851008
-119,12,-881,17,1562082851018
-144,-15,-868,18,1562082851028
-164,-23,-856,19,1562082851039
-165,-16,-868,20,1562082851048
-154,6,-876,21,1562082851058
-154,6,-876,22,1562082851071
-140,-4,-893,23,1562082851082
-121,-9,-911,24,1562082851088
-145,-12,-922,25,1562082851098
-168,-23,-912,26,1562082851108
-173,-31,-884,27,1562082851118
-169,-40,-860,28,1562082851128
-136,-50,-872,29,1562082851139
-132,-64,-872,30,1562082851148
-144,-74,-868,31,1562082851157
-159,-80,-882,32,1562082851168
-174,-84,-892,33,1562082851178
-184,-84,-912,34,1562082851188
-184,-84,-912,35,1562082851198
-189,-72,-928,36,1562082851208
-189,-53,-957,37,1562082851218
-185,-40,-962,38,1562082851228
-180,-32,-953,39,1562082851237
-185,-26,-945,40,1562082851248
-191,-20,-936,41,1562082851262
-196,-24,-944,42,1562082851272
-200,-24,-909,43,1562082851280
-205,-32,-914,44,1562082851288
-225,-45,-912,45,1562082851298
-229,-52,-911,46,1562082851308
-226,-52,-897,47,1562082851319
-226,-52,-897,48,1562082851328
-221,-55,-893,49,1562082851338
-221,-47,-898,50,1562082851348
-218,-61,-881,51,1562082851359
-239,-68,-865,52,1562082851368
-237,-87,-857,53,1562082851378
-232,-77,-836,54,1562082851388
-241,-74,-849,55,1562082851398
-245,-80,-857,56,1562082851408
-233,-72,-855,57,1562082851418
-240,-73,-864,58,1562082851428
-248,-72,-874,59,1562082851438
-249,-80,-877,60,1562082851448
-249,-80,-877,61,1562082851458
-242,-71,-879,62,1562082851468
-244,-65,-876,63,1562082851481
-244,-61,-893,64,1562082851490
-234,-52,-912,65,1562082851498
-237,-53,-932,66,1562082851508
-255,-69,-930,67,1562082851518
-264,-69,-905,68,1562082851528
-260,-81,-897,69,1562082851538
-253,-77,-880,70,1562082851549
-244,-63,-880,71,1562082851558
-237,-58,-900,72,1562082851575
-237,-58,-900,73,1562082851604
-240,-68,-880,74,1562082851608
-239,-58,-872,75,1562082851611
-247,-49,-848,76,1562082851612
-244,-31,-837,77,1562082851618
-244,-16,-832,78,1562082851628
-244,-8,-848,79,1562082851638
-249,-13,-796,80,1562082851652
-264,-8,-801,81,1562082851659
-270,-17,-793,82,1562082851669
-264,-1,-786,83,1562082851684
-266,12,-778,84,1562082851695
-285,19,-797,85,1562082851701
-285,19,-797,86,1562082851709
-292,22,-807,87,1562082851719
-313,24,-778,88,1562082851729
-324,28,-788,89,1562082851739
-320,22,-776,90,1562082851749
-328,39,-772,91,1562082851758
-336,60,-769,92,1562082851768
-340,81,-769,93,1562082851778
-317,97,-781,94,1562082851788
-292,119,-778,95,1562082851798
-295,111,-762,96,1562082851808
-296,103,-769,97,1562082851818
-288,91,-772,98,1562082851828
-288,91,-772,99,1562082851838
-287,79,-759,100,1562082851848
-269,83,-748,101,1562082851858
-249,89,-743,102,1562082851868
-226,92,-741,103,1562082851885
-183,96,-804,104,1562082851895
-177,67,-989,105,1562082851899
-244,30,-1009,106,1562082851908
-207,22,-1016,107,1562082851921
-261,-45,-930,108,1562082851928
-225,-88,-735,110,1562082851950
-176,-1,-749,111,1562082851962
-176,-1,-749,112,1562082851968
-205,-12,-793,113,1562082851978
-220,-21,-815,114,1562082851990
-244,-32,-825,115,1562082851998
-258,-40,-836,116,1562082852008
-248,6,-845,117,1562082852018
-239,22,-861,118,1562082852028
-253,11,-877,119,1562082852038
-200,57,-881,120,1562082852048
-284,-55,-730,121,1562082852061
-317,25,-817,122,1562082852069
-295,62,-905,123,1562082852079
-232,83,-948,124,1562082852092
-232,83,-948,125,1562082852101
-117,110,-941,126,1562082852108
-144,214,-911,127,1562082852118
